FOLDERYEAR,BusinessName,BusinessTradeName,BusinessType,BusinessSubType,Address,City,LocalArea,NumberofEmployees,FeePaid
24,Anton V Lim (Anton Lim),,Massage Therapist,,302 Unit 560.0 BEATTY ST,Vancouver,Downtown,1.0,250.0
24,Summer Hotel Ltd,,Multiple Dwelling,,,Vancouver,Strathcona,1.0,1560.0
24,Everpower Development Enterprises Ltd,,Multiple Dwelling,,,Vancouver,Fairview,2.0,870.0
24,(Eduardo Marayag),Real Liquidation Store,Money Services,Money Sending Service,3287.0 Kingsway,Vancouver,Renfrew-Collingwood,5.0,219.0
24,Moneytree (Canada) Inc,,Money Services,Cheque Cashing,1690.0 COMMERCIAL DRIVE,Vancouver,Grandview-Woodland,4.0,219.0
24,Money Mart,Money Mart,Money Services,Cheque Cashing,1043.0 GRANVILLE ST,Vancouver,Downtown,3.0,219.0
24,Mr Payday Easy Loans Inc,Mr Payday,Money Services,Money Lending Service,3421.0 Kingsway,Vancouver,Renfrew-Collingwood,7.0,283.0
24,Metro Remittance (Canada) Inc,,Money Services,Money Sending Service,201 Unit 6434.0 FRASER ST,Vancouver,Sunset,24.0,219.0
24,Vancouver Bullion & Currency Exchange Ltd,,Money Services,Currency Exchange,2576.0 GRANVILLE ST,Vancouver,Fairview,6.0,219.0
24,Cash Money Cheque Cashing Inc,Cash Money #591,Money Services,Cheque Cashing,7287.0 KNIGHT ST,Vancouver,Sunset,5.0,219.0
24,Golden Plaza Company Ltd,,Money Services,Currency Exchange,888.0 GRANVILLE ST,Vancouver,Downtown,1.0,219.0
24,Golden Plaza Company Ltd,,Money Services,Money Sending Service,888.0 GRANVILLE ST,Vancouver,Downtown,1.0,219.0
24,Exchange Corporation Canada Inc,Ice Currency Services,Money Services,Currency Exchange,1169.0 ROBSON ST,Vancouver,West End,4.0,219.0
24,Cash Money Cheque Cashing Inc,,Money Services,Cheque Cashing,2490.0 MAIN ST,Vancouver,Mount Pleasant,6.0,219.0
24,Pylo Finance Inc,,Money Services,Money Lending Service,260.0 W 8TH AV,Vancouver,Mount Pleasant,1.0,219.0
24,Digital One Asset Corp,,Money Services,Money Lending Service,300 Unit 1055.0 W HASTINGS ST,Vancouver,Downtown,1.0,219.0
24,Bittreo Technologies Ltd,Vancouver Bitcoin,Money Services,Currency Exchange,202 Unit 1807.0 BURRARD ST,Vancouver,Kitsilano,7.0,219.0
24,LM Dynamic Solutions Ltd,Ever Coin Laundry,Money Services,Money Sending Service,5780.0 VICTORIA DRIVE,Vancouver,Victoria-Fraserview,1.0,261.0
24,Crome Mart Inc,Crome Mart,Money Services,Money Sending Service,188.0 E 41ST AV,Vancouver,Sunset,1.0,219.0
24,WealFons Financial Corporation,,Money Services,Currency Exchange,1200 Unit 1200.0 W 73RD AV,Vancouver,Marpole,2.0,219.0
24,iFinance Canada Inc,,Money Services,Money Lending Service,302 Unit 535.0 THURLOW ST,Vancouver,Downtown,10.0,219.0
24,QUALFI CAPITAL CORP.,,Money Services,Money Lending Service,,Vancouver,Renfrew-Collingwood,2.0,219.0
24,Association of United Ukranian Canadians,Lesya Ukranian Manor,Non-profit Housing,,827.0 E Pender St,Vancouver,Strathcona,6.0,250.0
24,City of Vancouver,Gresham Residence,Non-profit Housing,,716.0 Smithe St,Vancouver,Downtown,1.0,250.0
24,Hostelling International Canada B C Region,,Non-profit Housing,,1515.0 Discovery St,Vancouver,West Point Grey,4.0,316.0
24,Raincity Housing And Support Society,The Vivian,Non-profit Housing,,512.0 E Cordova st,Vancouver,Strathcona,10.0,292.0
24,Coast Foundation Society (1974),,Non-profit Housing,,1885.0 MCLEAN DRIVE,Vancouver,Grandview-Woodland,1.0,250.0
24,Kiwanis-Soroptimist Senior Citizen Housing Society,,Non-profit Housing,,8080.0 Yukon St,Vancouver,Marpole,1.0,250.0
24,Society For Christian Care of Elderly,Twin Arms,Non-profit Housing,,1030.0 Burnaby St,Vancouver,West End,3.0,250.0
24,City of Vancouver,New Continental Residence,Non-profit Housing,,1067.0 Seymour St,Vancouver,Downtown,2.0,250.0
24,Neighbourhood Housing Society,Bruce Eriksen Place,Non-profit Housing,,380.0 MAIN ST,Vancouver,Strathcona,14.0,250.0
24,Lookout Housing and Health Society,,Non-profit Housing,,510.0 ALEXANDER ST,Vancouver,Strathcona,6.0,250.0
24,Lookout Housing and Health Society,,Non-profit Housing,,346.0 ALEXANDER ST,Vancouver,Strathcona,42.0,250.0
24,Pacific Community Resources Society,,Non-profit Housing,,3430.0 FRANKLIN ST,Vancouver,Hastings-Sunrise,8.0,292.0
24,Covenant House Vancouver,,Non-profit Housing,,326.0 W Pender St,Vancouver,Downtown,110.0,292.0
24,Ance Building Services Co Inc,,Office,Consultant,,Vancouver,Strathcona,2.0,250.0
24,0856225 BC Ltd,Cornwall Drycleaners,Office,Administration,,Vancouver,Killarney,2.0,250.0
24,Steadywin Developements Ltd,,Office,Engineer,,Vancouver,Killarney,2.0,250.0
24,(Russell Chernoff),Chernoff Thompson Architects,Office,Architect,1340 Unit 1075.0 W GEORGIA ST,Vancouver,Downtown,48.0,500.0
24,Urban One Management Inc,,Office,Administration,301 Unit 611.0 ALEXANDER ST,Vancouver,Strathcona,90.0,250.0
24,Block 81 Holdings Limited,,Office,Property Management,808.0 Nelson St,Vancouver,Downtown,9.0,250.0
24,Resource Design Inc,,Office,Consultant,,Vancouver,West End,1.0,250.0
24,Shirley M Manfron (Shirley Manfron),,Office,Notary Public,3 Unit 2445.0 E Hastings St,Vancouver,Hastings-Sunrise,2.0,250.0
24,The Futura Corporation,,Office,Administration,2970 Unit 700.0 W Georgia St,Vancouver,Downtown,6.0,250.0
24,Cityspaces Consulting Ltd,,Office,Consultant,585 Unit 1111.0 W HASTINGS ST,Vancouver,Downtown,20.0,250.0
24,(Ralph Martin),,Office,Manufacturer's Agent,628 Unit 602.0 W HASTINGS ST,Vancouver,Downtown,2.0,250.0
24,Westport Fuel Systems Canada Inc,,Office,Development Company,8667.0 BARNARD ST,Vancouver,Marpole,10.0,250.0
24,Western Forest Products Inc,,Office,Administration,800+970 Unit 1055.0 W GEORGIA ST,Vancouver,Downtown,113.0,250.0
24,Verico Lionsview Mortgages Inc,Lionsview Mortgages,Office,Broker,511 Unit 938.0 HOWE ST,Vancouver,Downtown,8.0,250.0
24,Natural Western Canada Tours Ltd,,Office,Tour Operator/Guide,,Vancouver,Kitsilano,1.0,250.0
24,David R Davies Law Corporation,Thorsteinssons,Office,Barrister & Solicitor,2700 Unit 595.0 BURRARD ST,Vancouver,Downtown,1.0,461.0
24,J Scott Stanley Law Corporation,,Office,Barrister & Solicitor,2020 Unit 650.0 W GEORGIA ST,Vancouver,Downtown,1.0,250.0
24,(Sandy Sturgeon),,Office,Consultant,,Vancouver,Grandview-Woodland,1.0,250.0
24,Kyosei Consulting International Inc,,Office,Consultant,,Vancouver,West End,2.0,250.0
24,ABM Environmental Inc,,Office,Consultant,,Vancouver,Downtown,1.0,500.0
24,Catlin Canada Inc,,Office,Insurance Agent,900 Unit 1021.0 W HASTINGS ST,Vancouver,Downtown,4.0,292.0
24,MG Engineering Inc,,Office,Engineer,200 Unit 1140.0 W PENDER ST,Vancouver,Downtown,20.0,250.0
24,Assorted Media Inc,,Office,Design Company,300 Unit 422.0 RICHARDS ST,Vancouver,Downtown,1.0,250.0
24,Seair Seaplanes Ltd,Seair,Office,Administration,1 & 12 Unit 1055.0 CANADA PLACE,Vancouver,Downtown,6.0,250.0
24,Avigilon Corporation,Avigilon,Office,Administration,555.0 ROBSON ST,Vancouver,Downtown,425.0,250.0
24,BBA Design Consultants Inc,,Office,Interior Design/Decorator,3327.0 W 4TH AV,Vancouver,Kitsilano,3.0,250.0
24,(Jonathan Berkowitz),Berkowitz & Associates,Office,Consultant,,Vancouver,Mount Pleasant,1.0,250.0
24,Christopher Bozyk Architects Ltd,Christopher Bozyk Architect,Office,Architect,414 Unit 611.0 ALEXANDER ST,Vancouver,Strathcona,17.0,500.0
24,Britannia Agengies (1986) Ltd,,Office,Insurance Agent,2675.0 E 49th Av,Vancouver,Victoria-Fraserview,6.0,250.0
24,John B Brown Law Corporation,Harper Grey LLP,Office,Barrister & Solicitor,3100 Unit 650.0 W GEORGIA ST,Vancouver,Downtown,1.0,250.0
24,Brown Strachan Associates,,Office,Engineer,130 Unit 1020.0 MAINLAND ST,Vancouver,Downtown,7.0,250.0
24,Peter W Brown (Peter Brown),,Office,Barrister & Solicitor,2081.0 W 37th Av,Vancouver,Shaughnessy,1.0,901.0
24,Harris & Brun Law Corporation,,Office,Barrister & Solicitor,500 Unit 555.0 W GEORGIA ST,Vancouver,Downtown,35.0,250.0
24,Buntain Insurance Agencies Ltd,,Office,Insurance Agent,3707.0 W 10TH AV,Vancouver,West Point Grey,14.0,250.0
24,Marketnews Publishing Inc,,Office,Administration,500 Unit 789.0 W Pender,Vancouver,Downtown,4.0,250.0
24,Creative Energy Vancouver Platforms Inc,,Office,Administration,1 Unit 720.0 BEATTY ST,Vancouver,Downtown,23.0,250.0
24,Chambers Olson Ltd,,Office,Broker,103 Unit 1177.0 W Broadway,Vancouver,Fairview,12.0,250.0
24,John J Hyde (John Hyde),,Office,Barrister & Solicitor,1100 Unit 510.0 Burrard St,Vancouver,Downtown,25.0,250.0
24,Guy P Brown Law Corporation,Harper Grey LLP,Office,Barrister & Solicitor,3100 Unit 650.0 W GEORGIA ST,Vancouver,Downtown,1.0,250.0
24,Perpetual Insurance Services Ltd,,Office,Insurance Agent,3303.0 FRASER ST,Vancouver,Riley Park,10.0,250.0
24,FirstService Residential BC Ltd,FirstService Residential,Office,Property Management,700 Unit 200.0 GRANVILLE ST,Vancouver,Downtown,570.0,250.0
24,Vancouver Academy Of International Studies Inc,,Office,Consultant,8 Unit 5763.0 OAK ST,Vancouver,Oakridge,4.0,292.0
24,Georgialee Lang Law Corporation,,Office,Barrister & Solicitor,1201 Unit 808.0 Nelson St,Vancouver,Downtown,5.0,292.0
24,Arlene H Henry Law Corporation,,Office,Barrister & Solicitor,,Vancouver,Renfrew-Collingwood,1.0,250.0
24,(David Bursey),Bennett Jones LLP,Office,Barrister & Solicitor,2500 Unit 666.0 BURRARD ST,Vancouver,Downtown,130.0,250.0
24,F D G Management Ltd,,Office,Administration,206 Unit 131.0 WATER ST,Vancouver,Downtown,6.0,250.0
24,Fairmont Shipping (canada) Limited,,Office,Shipping Agent,950 Unit 1100.0 MELVILLE ST,Vancouver,Downtown,23.0,250.0
24,Pelco Management Company Ltd,,Office,Management Company,1100 Unit 510.0 BURRARD ST,Vancouver,Downtown,17.0,250.0
24,(Pauline Fong-Leung),Pauline Fong-Leung Notary Public,Office,Notary Public,M7 Unit 601.0 W Broadway,Vancouver,Fairview,6.0,250.0
24,Frobisher Securities Ltd,,Office,Administration,900 Unit 570.0 GRANVILLE ST,Vancouver,Downtown,1.0,250.0
24,Robert James King Law Corporation,,Office,Barrister & Solicitor,1800 Unit 999.0 W Hastings St,Vancouver,Downtown,2.0,250.0
24,Chartell Properties Ltd,,Office,Management Company,530 Unit 1285.0 W BROADWAY,Vancouver,Fairview,2.0,250.0
24,Russell G Benson Law Corporation,,Office,Barrister & Solicitor,2800 Unit 650.0 W GEORGIA ST,Vancouver,Downtown,1.0,250.0
24,William S Clark Law Corporation,Harper Grey LLP,Office,Barrister & Solicitor,3100 Unit 650.0 W GEORGIA ST,Vancouver,Downtown,1.0,250.0
24,R G Henriquez,,Office,Architect,598.0 W GEORGIA ST,Vancouver,Downtown,55.0,250.0
24,Ted Murray Architect Inc,,Office,Architect,,Vancouver,West Point Grey,1.0,250.0
24,Robin B Clark Inc,,Office,Consultant,,Vancouver,Dunbar-Southlands,1.0,250.0
24,Wasserman & Partners Advertising Inc,,Office,Advertising Agent,301 Unit 107.0 E 3RD AV,Vancouver,Mount Pleasant,35.0,250.0
24,Hopping Kovach Grinnell Design Consultants Ltd,,Office,Design Company,81.0 W CORDOVA ST,Vancouver,Downtown,3.0,250.0
24,Innovex Equities Corporation,,Office,Broker,1030 Unit 400.0 BURRARD ST,Vancouver,Downtown,6.0,250.0
24,Intercad Services Ltd,,Office,Engineer,1111.0 W 8th Av,Vancouver,Fairview,24.0,250.0
24,Killarney Insurance Agencies Ltd,,Office,Insurance Agent,7523.0 VICTORIA DRIVE,Vancouver,Victoria-Fraserview,10.0,250.0
24,Knight Piesold Ltd,,Office,Engineer,1400 Suite 750.0 W Pender St,Vancouver,Downtown,151.0,250.0
24,LandSpace Design Inc,,Office,Consultant,,Vancouver,Grandview-Woodland,1.0,250.0
24,Tony Lau Insurance Agencies Ltd,,Office,Insurance Agent,4045.0 MAIN ST,Vancouver,Riley Park,7.0,250.0
24,Leith Wheeler Investment Counsel Ltd,,Office,Administration,1500+1650 Unit 400.0 BURRARD ST,Vancouver,Downtown,113.0,250.0
24,Paul Leung Law Corporation,,Office,Barrister & Solicitor,1530 Unit 1200.0 W 73RD AV,Vancouver,Marpole,24.0,250.0
24,(John Leung),Zator's Design,Office,Design Company,,Vancouver,Sunset,1.0,292.0
24,Leyland Architecture Inc,,Office,Architect,1 Unit 1864.0 W 1ST AV,Vancouver,Kitsilano,1.0,292.0
24,Limnotek Research Development Inc,,Office,Administration,,Vancouver,West Point Grey,2.0,250.0
24,Hugh S Mclellan (Hugh Mclellan),Mclellan Herbert Barristers & Solicitors,Office,Barrister & Solicitor,310 Unit 800.0 W Pender St,Vancouver,Downtown,8.0,250.0
24,(Jose Marti),Microtran Power System Analysis Corp,Office,Consultant,,Vancouver,West Point Grey,1.0,250.0
24,Omnifilm Entertainment Ltd,,Office,Administration,204 Unit 111.0 WATER ST,Vancouver,Downtown,25.0,250.0
24,Onco Signs & Graphics Ltd,,Office,Graphic Artist,,Vancouver,Kensington-Cedar Cottage,2.0,250.0
24,On Track Computer Training Ltd,,Office,Consultant,650 Unit 609.0 GRANVILLE ST,Vancouver,Downtown,7.0,292.0
24,P Y & Associates Engineering Ltd,,Office,Engineer,323 Unit 460.0 NANAIMO ST,Vancouver,Hastings-Sunrise,2.0,500.0
24,(Richard Peck),Peck & Company,Office,Barrister & Solicitor,610 Unit 744.0 W Hastings St,Vancouver,Downtown,10.0,250.0
24,Potzold Land Surveying Ltd,,Office,Engineer,,Vancouver,Kensington-Cedar Cottage,2.0,250.0
24,Dana H Prince Law Corporation,Getz Prince Wells,Office,Barrister & Solicitor,530 Unit 355.0 BURRARD ST,Vancouver,Downtown,1.0,250.0
24,RBC Dominion Securities Inc,Capital Markets Division,Office,Broker,2100 Unit 666.0 Burrard St,Vancouver,Downtown,62.0,250.0
24,Rafii Architects Inc,,Office,Architect,1 Unit 1600.0 Howe St,Vancouver,Downtown,11.0,250.0
24,Rainbow Insurance Agency Ltd,,Office,Insurance Agent,2425.0 BURRARD ST,Vancouver,Kitsilano,4.0,250.0
24,Rar Consultants Ltd,,Office,Engineer,1096.0 W 10TH AV,Vancouver,Fairview,1.0,250.0
24,Regal Imports Ltd,,Office,Administration,456 Unit 1541.0 W BROADWAY,Vancouver,Fairview,5.0,250.0
24,(Anthony Remedios),,Office,Barrister & Solicitor,1010 Unit 1030.0 W Georgia St,Vancouver,West End,18.0,250.0
24,Northland Properties Corporation,,Office,Administration,310 Unit 1755.0 W BROADWAY,Vancouver,Fairview,90.0,250.0
24,Silver Centre Development Ltd,,Office,Development Company,,Vancouver,Dunbar-Southlands,1.0,250.0
24,Strand Properties Corp,,Office,Administration,650.0 W GEORGIA ST,Vancouver,Downtown,18.0,250.0
24,Theodor D Sterling And Associates Ltd,,Office,Consultant,310 Unit 1122.0 Mainland St,Vancouver,Downtown,3.0,250.0
24,Sumitomo Canada Limited,,Office,Broker,1900 Unit 777.0 Dunsmuir St,Vancouver,Downtown,9.0,292.0
24,Tenryu Canada Corp,,Office,Administration,1225 Unit 200.0 Granville St,Vancouver,Downtown,5.0,250.0
24,InsureBC,,Office,Insurance Agent,2 Unit 885.0 W GEORGIA ST,Vancouver,Downtown,2.0,250.0
24,John Ross Insurance Service Ltd,John Ross Insurance Service,Office,Insurance Agent,1829.0 W BROADWAY,Vancouver,Kitsilano,13.0,250.0
24,Valles Steamship (canada) Ltd,,Office,Shipping Agent,1160 Unit 1055.0 W HASTINGS ST,Vancouver,Downtown,25.0,250.0
24,Vancouver Rent A Car Ltd,,Office,Administration,8225.0 Main St,Vancouver,Sunset,1.0,250.0
24,Wai Fai Lam (Wai Lam),Wing Cheong Construction & Decoration,Office,Interior Design/Decorator,,Vancouver,Oakridge,2.0,250.0
24,Wawanesa Mutual Insurance Co,,Office,Insurance Company,400 Unit 1985.0 W Broadway,Vancouver,Kitsilano,170.0,250.0
24,Zappacosta Mang Co Ltd,,Office,Graphic Artist,205 Unit 318.0 Homer,Vancouver,Downtown,2.0,250.0
24,King Day Holdings Ltd,,Office,Administration,406 Unit 1195.0 W Broadway,Vancouver,Fairview,8.0,250.0
24,Pechisker International Business Consulting Inc,Pechisker International Business Consulting,Office,Consultant,,Vancouver,West Point Grey,1.0,250.0
24,(Walter Toews),Business Now,Office,Desk-top Publishing,1857.0 W 4th Av,Vancouver,Kitsilano,3.0,250.0
24,Cosmos Pacific Investment & Consulting Inc,Canadian Education Network,Office,Consultant,209 Unit 2628.0 Granville St,Vancouver,Fairview,2.0,250.0
24,David Cummings Insurance Services Ltd,,Office,Insurance Company,350 Unit 2083.0 Alma St,Vancouver,West Point Grey,8.0,292.0
24,Leap Creative Group Inc,,Office,Graphic Artist,1st Floor 1675.0 W 2ND AV,Vancouver,Fairview,1.0,250.0
24,(Candida Dias),,Office,Notary Public,2475.0 Kingsway,Vancouver,Renfrew-Collingwood,4.0,250.0
24,(Scott Kennedy),Cornerstone Architecture,Office,Architect,307 Unit 611.0 ALEXANDER ST,Vancouver,Strathcona,13.0,250.0
24,John M Bingham Architect Inc,Bingham Hill Architects,Office,Architect,201 Unit 1444.0 Alberni St,Vancouver,West End,1.0,250.0
24,Collingwood Insurance Centre Inc,,Office,Insurance Agent,5750.0 Tyne St,Vancouver,Killarney,7.0,292.0
24,(George Mouzourakis),Mouzourakis & Company,Office,Barrister & Solicitor,1119 Suite 808.0 Nelson St,Vancouver,Downtown,1.0,250.0
24,Grand Yachts Inc,,Office,Broker,2nd Floor 1535.0 Coal Harbour Quay,Vancouver,Downtown,6.0,250.0
24,Statesman Investments Ltd,,Office,Administration,304 Unit 2902.0 W Broadway,Vancouver,Kitsilano,6.0,250.0
24,(Anne Stewart),Anne Stewart Q.C.,Office,Barrister & Solicitor,,Vancouver,Kerrisdale,1.0,250.0
24,AON Reed Stenhouse Inc,,Office,Broker,1200 Unit 401.0 W GEORGIA ST,Vancouver,Downtown,200.0,250.0
24,Mark A Kurschner (Mark Kurschner),Mark A Kurschner Barrister & Solicitor,Office,Barrister & Solicitor,3852.0 W 26th Av,Vancouver,Dunbar-Southlands,1.0,250.0
24,(Peter Oreck),,Office,Barrister & Solicitor,678 Unit 1333.0 W Broadway,Vancouver,Fairview,9.0,250.0
24,Turner Meakin Management Company Ltd,,Office,Property Management,300 Unit 1177.0 W BROADWAY,Vancouver,Fairview,13.0,278.0
24,Claimspro Inc,,Office,Insurance Adjuster,600 Unit 1111.0 MELVILLE ST,Vancouver,Downtown,17.0,250.0
24,(T Keast),,Office,Barrister & Solicitor,1700 Unit 1075.0 W Georgia St,Vancouver,Downtown,90.0,250.0
24,Guinness Business Centre Ltd,Guinness Business Centre,Office,Secretarial Services,300 Unit 1055.0 W Hastings St,Vancouver,Downtown,2.0,250.0
24,Popular Lifestyle & Entertainment Magazine Ltd,,Office,Publisher,3248.0 Cambie St,Vancouver,Riley Park,15.0,250.0
24,Quoin Project & Cost Management Ltd,,Office,Consultant,510 Unit 837.0 W Hastings St,Vancouver,Downtown,1.0,250.0
24,Major Development Ltd,,Office,Administration,,Vancouver,Fairview,1.0,250.0
24,Westland Insurance,,Office,Insurance Agent,4528.0 W 10th Av,Vancouver,West Point Grey,5.0,250.0
24,(Keith McGee),Jarvis McGee Rice LLP,Office,Barrister & Solicitor,820 Unit 980.0 HOWE ST,Vancouver,Downtown,30.0,250.0
24,(Sandra Banister),Banister and Company,Office,Barrister & Solicitor,670 Unit 355.0 Burrard St,Vancouver,Downtown,3.0,250.0
24,CSL IT Services ULC,,Office,Administration,400 Unit 1050.0 W PENDER ST,Vancouver,Downtown,83.0,250.0
24,Pacific Architectural Inc,,Office,Architect,3038.0 W 14th Av,Vancouver,Kitsilano,1.0,250.0
24,Consolidated Firstfund Capital Corp,,Office,Administration,304 Unit 837.0 W Hastings St,Vancouver,Downtown,5.0,250.0
24,J B Ellis & Co Ltd,,Office,Broker,1230 Unit 1188.0 W Georgia St,Vancouver,West End,17.0,250.0
24,(Michael Tin),Michael Tin Notary Public,Office,Notary Public,7012.0 VICTORIA DRIVE,Vancouver,Victoria-Fraserview,1.0,250.0
24,Coast Claims Service Ltd,,Office,Insurance Adjuster,200 Unit 3103.0 Kingsway,Vancouver,Renfrew-Collingwood,60.0,250.0
24,Pheidias Project Management Corp,,Office,Consultant,660 Unit 1188.0 W GEORGIA ST,Vancouver,West End,10.0,250.0
24,ScotiaMcleod Inc,,Office,Broker,801 Unit 1508.0 W Broadway,Vancouver,Fairview,11.0,250.0
24,J D Burton (J Burton),Birmingham & Wood Architects And Planners,Office,Architect,231.0 Carrall St,Vancouver,Downtown,6.0,292.0
24,Robert G Kuhn (Robert Kuhn),Kuhn LLP,Office,Barrister & Solicitor,320 Unit 900.0 Howe St,Vancouver,Downtown,2.0,250.0
24,(Bob Turner),Turner Architecture,Office,Architect,301 Unit 1661.0 Duranleau St,Vancouver,Fairview,1.0,250.0
24,Akash Sablok Notary Corporation,Sablok & Sablok,Office,Notary Public,6108.0 FRASER ST,Vancouver,Sunset,4.0,292.0
24,Tom A Roper (Tom Roper),Roper Greyell LLP,Office,Barrister & Solicitor,1850 Unit 745.0 THURLOW ST,Vancouver,West End,1.0,250.0
24,Arnold Nemetz & Associates Ltd,,Office,Consultant,2009.0 W 4th Av,Vancouver,Kitsilano,4.0,250.0
24,Weyerhaeuser Company Limited,,Office,Administration,400 Unit 601.0 W BROADWAY,Vancouver,Fairview,3.0,250.0
24,Creative Home Buyers Ltd,,Office,Development Company,200 Unit 1643.0 VENABLES ST,Vancouver,Grandview-Woodland,2.0,250.0
24,Dinyar Marzban Law Corporation,Jenkins Marzban Logan,Office,Barrister & Solicitor,900 Unit 808.0 Nelson St,Vancouver,Downtown,41.0,250.0
24,2H Investment Consultants Ltd,,Office,Consultant,,Vancouver,Victoria-Fraserview,2.0,250.0
24,The British Columbia Coast Pilots Ltd,,Office,Administration,1450 Unit 1130.0 W Pender St,Vancouver,Downtown,10.0,250.0
24,Shangkuan Holdings (Canada) Inc,Shangkuan Immigration & Business Consultants,Office,Consultant,1993.0 E 51ST AV,Vancouver,Victoria-Fraserview,5.0,250.0
24,Anthony Boni & Charles Maddison,Boni Maddison Architects,Office,Architect,3732.0 W Broadway,Vancouver,West Point Grey,8.0,250.0
24,Anson Insurance Agencies Inc,,Office,Insurance Agent,3378.0 Cambie St,Vancouver,Riley Park,4.0,250.0
24,YSB Project Consultants Inc,,Office,Project Management,300 Unit 3665.0 KINGSWAY,Vancouver,Renfrew-Collingwood,6.0,250.0
24,Marin Investments Ltd,,Office,Administration,3010 Unit 700.0 W Georgia St,Vancouver,Downtown,6.0,250.0
24,Capital Direct Lending Corp,Capital Direct,Office,Broker,305 Unit 555.0 W 8th Av,Vancouver,Fairview,34.0,250.0
24,Admiral Insurance Services (Vancouver West) Inc,,Office,Insurance Company,5779.0 Oak St,Vancouver,Oakridge,6.0,250.0
24,John C Fiddick (John Fiddick),,Office,Barrister & Solicitor,2400 Unit 200.0 GRANVILLE ST,Vancouver,Downtown,1.0,250.0
24,Heather E Barnett (Heather Barnett),,Office,Barrister & Solicitor,1783 Unit 808.0 Nelson St,Vancouver,Downtown,1.0,250.0
24,(Biraj Bora),,Office,Engineer,,Vancouver,Kitsilano,1.0,250.0
24,Atlantic Investments Inc,,Office,Administration,,Vancouver,Shaughnessy,3.0,250.0
24,Megan Rehill Ellis (Megan Ellis),,Office,Barrister & Solicitor,700 Unit 555.0 W Georgia St,Vancouver,Downtown,1.0,250.0
24,AAIM Adjusters Ltd,,Office,Insurance Adjuster,1700 Unit 808.0 Nelson St,Vancouver,Downtown,2.0,250.0
24,Winston WS Yee Law Corporation,,Office,Barrister & Solicitor,,Vancouver,Oakridge,1.0,278.0
24,(Earl Phillips),,Office,Barrister & Solicitor,,Vancouver,Riley Park,1.0,250.0
24,Elizabeth H Yip Law Corporation,,Office,Barrister & Solicitor,2800 Unit 650.0 W GEORGIA ST,Vancouver,Downtown,1.0,250.0
24,APR Chemcells Canada Inc,Acrylic Pulp Rayon Etc,Office,Administration,1408 Unit 1030.0 W Georgia St,Vancouver,West End,2.0,250.0
24,Haseman Canada Corporation,,Office,Development Company,1060 Unit 1090.0 W GEORGIA ST,Vancouver,West End,3.0,250.0
24,McElhanney Ltd,,Office,Engineer,200 Unit 858.0 BEATTY ST,Vancouver,Downtown,113.0,250.0
24,Vina Insurance Services Ltd,,Office,Insurance Agent,1192.0 Kingsway,Vancouver,Kensington-Cedar Cottage,7.0,250.0
24,Marjoris Investments Ltd,,Office,Administration,1045 Unit 1185.0 W GEORGIA ST,Vancouver,Downtown,9.0,250.0
24,Willis Canada Inc,,Office,Broker,2650 Unit 666.0 BURRARD ST,Vancouver,Downtown,75.0,250.0
24,David P Church Law Corporation,,Office,Barrister & Solicitor,900 Unit 1040.0 W Georgia St,Vancouver,West End,7.0,250.0
24,Guy J Collette Law Corporation,Collette Parsons Lawyers,Office,Barrister & Solicitor,1750 Unit 700.0 W GEORGIA ST,Vancouver,Downtown,50.0,250.0
24,Maxam Design International Inc,,Office,Design Company,180 Unit 355.0 BURRARD ST,Vancouver,Downtown,6.0,250.0
24,Joel Nathan Finkelstein (Joel Finkelstein),Finkelstein Financial Services,Office,Insurance Agent,1302 Unit 808.0 Nelson St,Vancouver,Downtown,4.0,250.0
24,Carolynne R Maguire Notary Corporation,,Office,Notary Public,8528.0 Granville St,Vancouver,Marpole,5.0,250.0
24,Spratt Emanuel Engineering Ltd,,Office,Engineer,2348.0 YUKON ST,Vancouver,Mount Pleasant,14.0,250.0
24,J K Commodities Ltd,,Office,Management Company,540 Unit 355.0 BURRARD ST,Vancouver,Downtown,3.0,250.0
24,Hartleywood Holdings Ltd,,Office,Administration,230 Unit 1090.0 W Georgia St,Vancouver,West End,4.0,250.0
24,Horton Berner Fashion Group Ltd,,Office,Manufacturer's Agent,195 Unit 1951.0 GLEN DRIVE,Vancouver,Strathcona,4.0,250.0
24,Intercon Insurance Services Limited,,Office,Insurance Agent,700 Unit 889.0 W PENDER ST,Vancouver,Downtown,6.0,250.0
24,Gygax Engineering Associates Ltd,GEA,Office,Engineer,,Vancouver,Grandview-Woodland,8.0,250.0
24,Joseph P Cahan Professional Law Corporation,,Office,Barrister & Solicitor,2700 Unit 700.0 W GEORGIA ST,Vancouver,Downtown,1.0,250.0
24,Kimberly J Jakeman Law Corporation,Harper Grey LLP,Office,Barrister & Solicitor,3100 Unit 650.0 W GEORGIA ST,Vancouver,Downtown,1.0,250.0
24,Raj Samtani Law Corporation,Harper Grey LLP,Office,Barrister & Solicitor,3100 Unit 650.0 W GEORGIA ST,Vancouver,Downtown,1.0,250.0
24,E Lees & Associates Consulting Ltd,,Office,Consultant,509 Unit 318.0 Homer St,Vancouver,Downtown,24.0,250.0
24,(Laila Benkrima),L B Plant Bioscience Research & Consulting,Office,Consultant,,Vancouver,Grandview-Woodland,1.0,292.0
